           1  -7.4275380890514775E-002
          50 -0.63279743673055133     
         100 -0.69081763442811517     
         150 -0.62003772038304861     
         200 -0.70300491307703938     
         250 -0.82662254190672957     
         300 -0.68682180968415674     
         350 -0.72284358911483482     
         400 -0.71297358886642581     
         450 -0.70522076311079662     
         500 -0.75867003153282286     
         550 -0.73188854586088981     
         600 -0.74602298302175685     
         650 -0.66707789187792688     
         700 -0.60872500143815433     
         750 -0.59864833294175068     
         800 -0.77427936016928567     
         850 -0.70998503465301810     
         900 -0.76091055779488226     
         950 -0.67994218013385221     
        1000 -0.76045073248785655     
        1050 -0.71729599534247546     
        1100 -0.69328759150263153     
        1150 -0.74234392467608057     
        1200 -0.72205538296254945     
        1250 -0.71556968937317134     
        1300 -0.63068918177294275     
        1350 -0.71017918220970588     
        1400 -0.61028405068757918     
        1450 -0.75202839618392137     
        1500 -0.64266155277808745     
        1550 -0.72498609558507776     
        1600 -0.64945558510659229     
        1650 -0.69201874330081248     
        1700 -0.61043228646351222     
        1750 -0.71915149088541086     
        1800 -0.73969489240421993     
        1850 -0.63535220272814297     
        1900 -0.64262270579192571     
        1950 -0.73005677341569897     
        2000 -0.60037707989739442     
        2050 -0.57201658892464669     
        2100 -0.75613181229070647     
        2150 -0.70403384584886752     
        2200 -0.71986802156535201     
        2250 -0.73374993576830050     
        2300 -0.66911889212720677     
        2350 -0.74676158161031425     
        2400 -0.60180753393594699     
        2450 -0.73119537106439680     
        2500 -0.64013643063112935     
        2550 -0.70052347410473070     
        2600 -0.64985998144557466     
        2650 -0.56177447317716023     
        2700 -0.82152572641250121     
        2750 -0.67259119399051170     
        2800 -0.72974866932126758     
        2850 -0.73623098669882481     
        2900 -0.70396589016773736     
        2950 -0.66288891780503090     
        3000 -0.71515647681704442     
        3050 -0.66616350018596693     
        3100 -0.71133637409882378     
        3150 -0.68437411189683073     
        3200 -0.58785732610272412     
        3250 -0.64247016066534113     
        3300 -0.68911614921610420     
        3350 -0.76583889025274554     
        3400 -0.75786105942544002     
        3450 -0.80694687436339363     
        3500 -0.74883244607310229     
        3550 -0.63380609352248907     
        3600 -0.66488988387244907     
        3650 -0.72493646427081160     
        3700 -0.73718165327961982     
        3750 -0.60683300478058277     
        3800 -0.65454644701323916     
        3850 -0.69280070195132348     
        3900 -0.76768589981891078     
        3950 -0.69376521668752711     
        4000 -0.69824859434200859     
        4050 -0.64473124316212260     
        4100 -0.68884914370736938     
        4150 -0.58652573602764513     
        4200 -0.51100041314268640     
        4250 -0.64820778087006103     
        4300 -0.63218428695063356     
        4350 -0.73085531627760614     
        4400 -0.75999721557822819     
        4450 -0.76995998968558921     
        4500 -0.75092598533383925     
        4550 -0.78955993117963674     
        4600 -0.66823313645072957     
        4650 -0.71563662157203833     
        4700 -0.65550660854742615     
        4750 -0.59579524379062898     
        4800 -0.68832414438038425     
        4850 -0.70173931075816209     
        4900 -0.68095586481768866     
        4950 -0.70451083596757957     
        5000 -0.77288410187292522     
        5050 -0.68195214109003643     
        5100 -0.62044962095818701     
        5150 -0.72208096400514743     
        5200 -0.73831577537352322     
        5250 -0.71038497046955906     
        5300 -0.55605491809423357     
        5350 -0.73939224395232728     
        5400 -0.66155417924396465     
        5450 -0.73023719097933593     
        5500 -0.84171365765331307     
        5550 -0.69035160731388745     
        5600 -0.77165221694317976     
        5650 -0.67265162836232151     
        5700 -0.72640311693216275     
        5750 -0.73387031967592675     
        5800 -0.76368938153156951     
        5850 -0.60815463179648310     
        5900 -0.55147286577814913     
        5950 -0.64899325162038612     
        6000 -0.69138704193759393     
        6050 -0.66040700752086290     
        6100 -0.57140346613320836     
        6150 -0.73443946417324713     
        6200 -0.68655545826644160     
        6250 -0.81877368635205539     
        6300 -0.61776174284004959     
        6350 -0.78587588969176747     
        6400 -0.73439515543231737     
        6450 -0.67328379933299842     
        6500 -0.74325578826850669     
        6550 -0.65471411015251380     
        6600 -0.61645867811957933     
        6650 -0.72451354518165123     
        6700 -0.68704260554480290     
        6750 -0.72750476668504449     
        6800 -0.65070842892347580     
        6850 -0.66074502979873073     
        6900 -0.58516655040522669     
        6950 -0.71978917878983739     
        7000 -0.72230311301467931     
        7050 -0.60795221297319701     
        7100 -0.65929757551440971     
        7150 -0.59304375976876944     
        7200 -0.61985897844190274     
        7250 -0.69473599305606337     
        7300 -0.70571654556092456     
        7350 -0.73178729452512103     
        7400 -0.69293252434092323     
        7450 -0.72721871654760395     
        7500 -0.62887897764281742     
        7550 -0.59099330200059796     
        7600 -0.71464096173517833     
        7650 -0.69233086905434749     
        7700 -0.67593179555551886     
        7750 -0.79004353237051406     
        7800 -0.61472396167762977     
        7850 -0.55388757395635202     
        7900 -0.62781355198248256     
        7950 -0.78974640703651355     
        8000 -0.83174330788711515     
        8050 -0.77119447934935825     
        8100 -0.58807595134729940     
        8150 -0.70220729750350885     
        8200 -0.64026760788221837     
        8250 -0.76002631951028610     
        8300 -0.74965887441703605     
        8350 -0.72048622150900143     
        8400 -0.68401373311525437     
        8450 -0.62634428286811294     
        8500 -0.72501285795188852     
        8550 -0.72488338029280097     
        8600 -0.74657481704568496     
        8650 -0.57434398073091830     
        8700 -0.76109347579996212     
        8750 -0.67085982943087419     
        8800 -0.69496040062169540     
        8850 -0.74664768068360754     
        8900 -0.66380710275057297     
        8950 -0.69846516256386015     
        9000 -0.72629112975019761     
        9050 -0.64159320912468276     
        9100 -0.72721657750781232     
        9150 -0.62550198979158789     
        9200 -0.70899172818761480     
        9250 -0.71304288062920529     
        9300 -0.72201320941553393     
        9350 -0.62212328647052173     
        9400 -0.62610612844083957     
        9450 -0.63066997925156854     
        9500 -0.70484102123390679     
        9550 -0.72176508635659575     
        9600 -0.74297419645818852     
        9650 -0.67447864167232052     
        9700 -0.71310198057300545     
        9750 -0.62751360902264186     
        9800 -0.63625137337142745     
        9850 -0.74997521155843772     
        9900 -0.69552537048006213     
        9950 -0.65528843382408652     
       10000 -0.61221635625385107     
       10050 -0.62049208355182239     
       10100 -0.67633019370840697     
       10150 -0.73130243550481411     
       10200 -0.65510092755396743     
       10250 -0.67926766586727949     
       10300 -0.77307414364853466     
       10350 -0.76246823517386286     
       10400 -0.64041347573805452     
       10450 -0.65465640308599660     
       10500 -0.68582969152575923     
       10550 -0.67025341889867984     
       10600 -0.64601126399941322     
       10650 -0.67387358127901864     
       10700 -0.67208017330268577     
       10750 -0.71858238050295786     
       10800 -0.67448678787878280     
       10850 -0.76327064865913097     
       10900 -0.80708469905586866     
       10950 -0.60134356716237858     
       11000 -0.60069145167358839     
       11050 -0.64134719743243396     
       11100 -0.82207735475712207     
       11150 -0.60213786743414632     
       11200 -0.65198748664185624     
       11250 -0.70013803863895585     
       11300 -0.78360451771318551     
       11350 -0.72034026616689273     
       11400 -0.50363141220910490     
       11450 -0.57384797701844337     
       11500 -0.64685522244901650     
       11550 -0.67200695196910654     
       11600 -0.60313165950488712     
       11650 -0.75282403203962156     
       11700 -0.75819147671567477     
       11750 -0.73241137933922185     
